date,open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,target
2014-01-02,19.845715,19.893929,19.715,19.754642,234684800,44.149613923838366,50.99617500814269,-105.07163697066575,-42.411877164517726,19.28223562,19.26506036021697,18.37260357,18.48471279099762,0.19463659982241666,19.97926765,0.32142800000000094,0.30572241931943306,0.31630143446662623,bearish
2014-01-03,19.745001,19.775,19.301071,19.320715,392467600,33.094332451293155,43.88352854378321,-152.1509986405939,-124.51198329280182,19.297314200000002,19.26724297943566,18.39889643,18.50137088446704,0.13288685668416633,19.9363748,0.47392899999999827,0.3297519308452281,0.3275605463657038,bullish
2014-01-06,19.194643,19.52857,19.057142,19.426071,412610800,37.52566102573004,45.858019026536944,-132.30648973794658,-130.1223502556744,19.310864199999997,19.273471760472752,18.418310700000003,18.519794080305697,0.09139751538047847,19.893571200000004,0.4714279999999995,0.3499913692959097,0.33783679311765596,bearish
2014-01-07,19.440001,19.498571,19.21143,19.287144,317209200,34.05562434655792,43.67570769542832,-89.58700901612744,-108.0890186268538,19.31667136,19.2740079458513,18.43314642,18.535080464411525,0.04676755837256508,19.857892749999998,0.2871409999999983,0.3410127451107795,0.33421566501695127,bullish
2014-01-08,19.243214,19.484285,19.23893,19.409286,258529600,39.76849736719852,46.1041072276652,-58.52553941423009,-82.15003241790555,19.32917136,19.27931314936817,18.44941429,18.552493447492594,0.021011625556269564,19.8168749,0.245355,0.32734735295209677,0.32786847462462587,bearish
2014-01-09,19.52857,19.530714,19.119642,19.161428,279148800,33.00021739904459,42.13418839865661,-73.951974818261,-95.41076594147606,19.333914200000002,19.274690050133504,18.461624999999998,18.564621179260214,-0.01917912091436591,19.765035599999997,0.41107200000000077,0.3393080168160831,0.3338115836095467,bearish
2014-01-10,19.279642,19.314285,18.968214,19.033571,304976000,29.93419658795078,40.21069862590191,-132.25236643591066,-113.59541786438014,19.3455285,19.265234102010183,18.47062499,18.573959863423937,-0.06064845079504977,19.7142856,0.346071000000002,0.34027415727092863,0.3346872562129061,bullish
2014-01-13,18.925358,19.375,18.924286,19.133215,378492800,35.3920016088162,42.41698056069352,-97.18696590252897,-91.99987535756019,19.35326422,19.260056724981457,18.483003569999997,18.58509564316256,-0.08449870697435813,19.6699821,0.4507140000000014,0.35605127766079614,0.3429748808046422,bullish
2014-01-14,19.222143,19.526072,19.202143,19.513929,332561600,52.04351576926664,50.007549563326265,92.90648250519892,-37.81016099193791,19.37018568,19.270012791174835,18.498728569999997,18.603588361718717,-0.07185150936715345,19.655625,0.39285699999999935,0.36130923799496806,0.3465378893327743,bullish
2014-01-15,19.768572,20.007143,19.702143,19.905714,391638800,63.37607658591734,56.37990697573287,204.30976899602373,61.00116068770434,19.39684996,19.294942949722294,18.51815715,18.62951039727204,-0.029870411470774627,19.65537505,0.49321399999999826,0.38015277542425807,0.357014754419145,bearish
2014-01-16,19.817858,19.887501,19.702856,19.794643,229278000,58.78173982948657,54.26798926107603,105.70149834598209,56.87434085930416,19.41649282,19.31453955831957,18.53716786,18.652702800475517,-0.005499199015311262,19.6540536,0.2028579999999991,0.3548249503636497,0.34600355763714025,bearish
2014-01-17,19.695715,19.716785,19.282143,19.309643,426739600,42.9281532921712,46.140432054588395,0.6784598866072795,-20.15533111039776,19.42736426,19.31434753145189,18.55063214,18.665778090589146,-0.0250317339437629,19.6360179,0.5124999999999993,0.37734995745455674,0.3578961607009484,bullish
2014-01-21,19.321072,19.645357,19.300714,19.609644,328526800,52.22639549593217,51.0263321571143,14.793317227975681,9.978165755286634,19.44747142,19.325928073253724,18.572232160000002,18.684562250973094,-0.016118036451658213,19.6442501,0.34464300000000136,0.37267753496104883,0.35694950636236583,neutral
2014-01-22,19.675358,19.903214,19.564644,19.696787,379985200,54.72607140637987,52.37773931191597,53.501118805454006,87.30498179102646,19.475342899999998,19.34047190824884,18.5938786,18.704704840663833,-0.001999110659077985,19.6486966,0.33856999999999715,0.3678050299666129,0.35563668447573304,bullish
2014-01-23,19.640715,19.875,19.4575,19.863571,403239200,59.46221028245486,54.940547231452165,38.14049209586389,94.85197245876313,19.500785739999998,19.360986069283275,18.616907159999997,18.72776325087373,0.02239021421379661,19.6238573,0.4175000000000004,0.374904311399954,0.36005549273873827,bearish
2014-01-24,19.785713,19.843571,19.455357,19.502501,429354800,47.03482891756482,48.815800072473216,-35.087563589378554,42.07323045639367,19.52008576,19.366535796874967,18.637925019999997,18.743177038262274,0.012440195676557408,19.585285849999998,0.40821400000000096,0.3796628383428179,0.3634953861226907,bullish
2014-01-27,19.645357,19.814285,19.491072,19.660713,554878800,52.147395341838966,51.37378705297818,12.021517659379834,52.11549377602726,19.54186428,19.378072402376056,18.66003929,18.761430159256015,0.017123728768812185,19.5613572,0.32321300000000264,0.37159857572241567,0.3606180728218844,bearish
2014-01-28,18.17,18.392857,17.93107,18.089287,1065523200,24.6148285112604,33.47772316239087,-233.3333333333327,-293.2771757932244,19.53177144,19.327530768821045,18.662828599999997,18.74806001726708,-0.104757898798443,19.46566085,1.729643000000003,0.5656049220477853,0.4584055678200401,bearish
2014-01-29,17.998215,18.120358,17.807858,17.883928,502810000,22.781020554294102,31.913169824696652,-126.84210086274285,-216.78566466439682,19.51219284,19.270917787543564,18.66478575,18.730872413878835,-0.2154372947549028,19.369643000000003,0.3125,0.5294470760409589,0.4479837415274152,neutral
2014-01-30,17.947857,18.089287,17.739286,17.849285,678501600,22.451822558713204,31.644499851523577,-85.56875819277602,-160.2635961814188,19.49418568,19.2151664338118,18.66534289,18.713339165926577,-0.3024603395066734,19.26028585,0.3500009999999989,0.5038119223208217,0.4409849742631319,neutral
2014-01-31,17.684999,17.911785,17.626785,17.878571,464797200,23.54150785091825,32.164419205029716,-69.23084781940007,-130.32948476297355,19.48130712,19.162749979626536,18.66335361,18.69673850424606,-0.3648577410705691,19.166482300000002,0.2849999999999966,0.47255307627498955,0.42984319036897417,neutral
2014-02-03,17.950357,18.133215,17.832144,17.911785,401464000,24.937113338911615,32.78880062443281,-45.447756385342096,-92.25652025802417,19.46843568,19.113691677895037,18.66581432,18.681129804570684,-0.4069371213158419,19.096035800000003,0.3010710000000003,0.44805563680713395,0.42064517675722374,bullish
2014-02-04,18.066071,18.195,17.955713,18.17107,376681200,35.63693751239691,37.61611657180387,-17.207826394147837,-67.0076629055597,19.46399994,19.07672550540627,18.68048572,18.670988171482616,-0.41458413295764984,19.033285749999997,0.283215000000002,0.42450697440611507,0.4108287355464384,bullish
2014-02-05,18.091429,18.402857,18.080357,18.306786,328344800,40.790889447768585,40.043501667285994,124.97703853316678,-46.23426579676879,19.457892800000003,19.046531315504104,18.69473572,18.663747246587693,-0.4050244283183453,18.984267850000002,0.32250000000000156,0.40993454949095604,0.4045195401420039,neutral
2014-02-06,18.216429,18.339287,18.13607,18.303928,257765200,40.71079706168611,40.008197082161665,99.47448482027276,-39.69016372108695,19.45268566,19.017409168525873,18.71173929,18.65659403088508,-0.39314695683902556,18.92899995,0.20321699999999865,0.3804034709922478,0.39014078725723694,bullish
2014-02-07,18.620714,18.676071,18.477858,18.559999,370280400,50.80735214984736,44.71163751265125,144.12645955294747,-7.827970354756137,19.44978564,18.99947124953614,18.73658214,18.6546738690925,-0.35893362213569446,18.8989285,0.3721430000000012,0.3792234037076412,0.38885523102312597,bullish
2014-02-10,18.523571,18.999643,18.5,18.8925,345559200,60.895356968383844,50.17418683152634,143.97859452824474,20.20098785465938,19.44663566,18.99527623895829,18.76289285,18.659401128004276,-0.3015135949906238,18.891874950000002,0.49964299999999895,0.396426203177978,0.39676864310119797,bullish
2014-02-11,18.950357,19.205357,18.910713,19.14143,282256800,66.83564739193503,53.85038326233364,132.08614745302592,60.173513299308574,19.43949284,19.00100783725716,18.78835,18.668981675127075,-0.23323267806179615,18.8922857,0.31285700000000105,0.38448774558112414,0.3907749543024211,neutral
2014-02-12,19.176786,19.27,19.044287,19.139999,308100800,66.76762459855482,53.82579760264499,104.55111406727731,78.7441708137364,19.42509994,19.006458542594437,18.811071419999998,18.678342674775223,-0.17719246476363182,18.8735892,0.22571299999999894,0.36180563906953483,0.3789848146987343,bullish
2014-02-13,19.094999,19.458929,19.078571,19.44393,307398000,73.46060405488154,58.1917145827284,102.7311469646909,107.39509424285372,19.420242799999997,19.023614502254087,18.83857858,18.69355686367845,-0.10702181942729894,18.8505,0.3803580000000011,0.36445597634531574,0.37908289936319284,neutral
2014-02-14,19.373928,19.499287,19.32893,19.428213,272924400,72.57872528633696,57.88690002752813,91.83050799326497,126.1562877974374,19.404292780000002,19.03948130214988,18.85763213,18.70815533979061,-0.05207897399913719,18.8321785,0.1703569999999992,0.3367275511531277,0.36417390653991677,neutral
2014-02-18,19.5,19.685356,19.486071,19.499643,260251600,74.21969380587544,58.93957351236538,106.60174333072347,118.25632230347746,19.3907142,19.057527068886138,18.87794999,18.723882036599917,-0.002740972893455762,18.8416785,0.25714299999999923,0.3253583295598236,0.3565288417815329,bearish
2014-02-19,19.455357,19.531786,19.083929,19.191786,313768000,57.05240422449911,52.81233345791038,14.138169053359993,71.44022766896201,19.368907059999998,19.062792183864214,18.89789285,18.733178561559225,0.011386999180544422,18.8207856,0.44785699999999906,0.34285813962270584,0.3630522816586642,bearish
2014-02-20,19.035357,19.178572,18.892857,18.969643,305858000,47.75374378313448,48.864829472335096,-108.55613718528826,33.6502288684789,19.34828566,19.059139235460023,18.91393928,18.737876430400803,0.0046053476854055475,18.7844284,0.2989290000000011,0.3365825482480337,0.35847204725161597,bearish
2014-02-21,19.028214,19.091785,18.735714,18.758928,278784800,40.45670639483893,45.398452633840726,-129.87023801574102,4.690775743902833,19.31887136,19.047366124348297,18.92911784,18.73829463734634,-0.017569568412884706,18.72919625,0.356071,0.3393666127840289,0.3583005438764012,neutral
2014-02-24,18.683929,18.925714,18.657858,18.84107,288909600,44.32580420713798,46.97749623490952,-101.39414438881786,-15.231832754772753,19.291728480000003,19.039276000048606,18.947260670000002,18.74033622507809,-0.028190216999391282,18.6961247,0.2678559999999983,0.32915081095773885,0.3518402193103251,bearish
